"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2019-20","742","Turner County","ALL","All Column Values","Teachers and Paraprofessionals",4797229.65,2245479.16,7042708.81,47.2,42.19,48.89,43.87
"2019-20","743","Twiggs County","ALL","All Column Values","General Administration",287831.01,188617.58,476448.59,4.74,4.19,4.65,4
"2019-20","743","Twiggs County","ALL","All Column Values","School Administration",391997.03,215838.62,607835.65,6.05,5.35,5.94,5.1
"2019-20","743","Twiggs County","ALL","All Column Values","Teachers and Paraprofessionals",2809012.94,1476164.87,4285177.81,42.62,37.69,41.87,35.96
"2019-20","744","Union County","ALL","All Column Values","General Administration",415685.6,299979.17,715664.77,2.03,1.68,2.12,1.79
"2019-20","744","Union County","ALL","All Column Values","School Administration",1087760.61,554474.12,1642234.73,4.67,3.86,4.86,4.11
"2019-20","744","Union County","ALL","All Column Values","Teachers and Paraprofessionals",13864735.06,6123221.55,19987956.61,56.8,47.02,59.1,50
"2019-20","745","Thomaston-Upson County","ALL","All Column Values","General Administration",514131.09,399907.2,914038.29,2.08,1.81,2.24,1.93
"2019-20","745","Thomaston-Upson County","ALL","All Column Values","School Administration",1449644.33,919794.54,2369438.87,5.4,4.68,5.81,5.01
"2019-20","745","Thomaston-Upson County","ALL","All Column Values","Teachers and Paraprofessionals",14970857.44,8443469.05,23414326.49,53.33,46.28,57.37,49.55
"2019-20","746","Walker County","ALL","All Column Values","General Administration",156023.6,245239.5,401263.1,0.41,0.37,0.41,0.34
"2019-20","746","Walker County","ALL","All Column Values","School Administration",3309261.92,2251128.44,5560390.36,5.64,5.1,5.67,4.76
"2019-20","746","Walker County","ALL","All Column Values","Teachers and Paraprofessionals",39189665.07,20578315.54,59767980.61,60.63,54.83,60.98,51.11
"2019-20","747","Walton County","ALL","All Column Values","General Administration",883225.76,755500.04,1638725.8,1.16,0.97,1.18,0.99
"2019-20","747","Walton County","ALL","All Column Values","School Administration",4939140.12,2759439.07,7698579.19,5.44,4.54,5.54,4.63
"2019-20","747","Walton County","ALL","All Column Values","Teachers and Paraprofessionals",54601288.56,27027879.39,81629167.95,57.69,48.14,58.78,49.09
"2019-20","748","Ware County","ALL","All Column Values","General Administration",303485.51,228127.24,531612.75,0.78,0.66,0.8,0.68
"2019-20","748","Ware County","ALL","All Column Values","School Administration",2252742.32,1327808.93,3580551.25,5.23,4.47,5.39,4.59
"2019-20","748","Ware County","ALL","All Column Values","Teachers and Paraprofessionals",25039027.53,12885498.25,37924525.78,55.39,47.36,57.14,48.58
"2019-20","749","Warren County","ALL","All Column Values","General Administration",302003.04,73651.66,375654.7,4.04,3.61,4.39,3.34
"2019-20","749","Warren County","ALL","All Column Values","School Administration",280027.56,115330.32,395357.88,4.25,3.8,4.62,3.52
"2019-20","749","Warren County","ALL","All Column Values","Teachers and Paraprofessionals",2997154.74,1495589.31,4492744.05,48.3,43.23,52.52,39.96
"2019-20","750","Washington County","ALL","All Column Values","General Administration",707445.44,385336.3,1092781.74,3.4,2.91,3.51,3.15
"2019-20","750","Washington County","ALL","All Column Values","School Administration",1297497.77,843695.51,2141193.28,6.67,5.7,6.89,6.17
"2019-20","750","Washington County","ALL","All Column Values","Teachers and Paraprofessionals",10610854.23,5918606.6,16529460.83,51.49,43.98,53.17,47.66
"2019-20","751","Wayne County","ALL","All Column Values","General Administration",263473.23,270225.39,533698.62,0.99,0.84,1.05,0.87
"2019-20","751","Wayne County","ALL","All Column Values","School Administration",1519518.02,852913.12,2372431.14,4.38,3.71,4.66,3.89
"2019-20","751","Wayne County","ALL","All Column Values","Teachers and Paraprofessionals",18575486.61,9584443.54,28159930.15,52.02,44.07,55.33,46.12
"2019-20","752","Webster County","ALL","All Column Values","General Administration",239112.79,92142.36,331255.15,6.77,6.23,8.1,7.06
"2019-20","752","Webster County","ALL","All Column Values","School Administration",93301.76,75323.15,168624.91,3.45,3.17,4.12,3.59
"2019-20","752","Webster County","ALL","All Column Values","Teachers and Paraprofessionals",1695371.5,674454.46,2369825.96,48.44,44.54,57.93,50.52
"2019-20","753","Wheeler County","ALL","All Column Values","General Administration",564084.89,230607.63,794692.52,6.98,3.77,7.27,6.14
"2019-20","753","Wheeler County","ALL","All Column Values","School Administration",479801.86,236241.69,716043.55,6.29,3.4,6.55,5.54
"2019-20","753","Wheeler County","ALL","All Column Values","Teachers and Paraprofessionals",4352898.8,1839043.63,6191942.43,54.4,29.37,56.61,47.88
"2019-20","754","White County","ALL","All Column Values","General Administration",419204.94,237763.34,656968.28,1.53,1.29,1.56,1.33
"2019-20","754","White County","ALL","All Column Values","School Administration",1616862.6,928751.84,2545614.44,5.91,5.01,6.04,5.16
"2019-20","754","White County","ALL","All Column Values","Teachers and Paraprofessionals",15813253.96,8723930.81,24537184.77,57,48.33,58.25,49.69
"2019-20","755","Whitfield County","ALL","All Column Values","General Administration",732791.51,362703.58,1095495.09,0.79,0.66,0.81,0.62
"2019-20","755","Whitfield County","ALL","All Column Values","School Administration",4978356.05,3111382.11,8089738.16,5.81,4.87,6,4.61
"2019-20","755","Whitfield County","ALL","All Column Values","Teachers and Paraprofessionals",53430403.4,26667236.65,80097640.05,57.56,48.23,59.42,45.62
"2019-20","756","Wilcox County","ALL","All Column Values","General Administration",197867.07,132884.84,330751.91,2.24,2.04,2.39,2.2
"2019-20","756","Wilcox County","ALL","All Column Values","School Administration",472581.03,210340.01,682921.04,4.64,4.22,4.94,4.54
"2019-20","756","Wilcox County","ALL","All Column Values","Teachers and Paraprofessionals",4754399.89,1958777.68,6713177.57,45.56,41.49,48.6,44.61
"2019-20","757","Wilkes County","ALL","All Column Values","General Administration",243726.84,131517.52,375244.36,2.13,1.87,2.26,1.91
"2019-20","757","Wilkes County","ALL","All Column Values","School Administration",617771.35,302085.63,919856.98,5.23,4.59,5.54,4.69
"2019-20","757","Wilkes County","ALL","All Column Values","Teachers and Paraprofessionals",5632748.75,3039877.2,8672625.95,49.29,43.26,52.2,44.23
"2019-20","758","Wilkinson County","ALL","All Column Values","General Administration",170008.56,135047.33,305055.89,2.02,1.71,2.09,1.83
"2019-20","758","Wilkinson County","ALL","All Column Values","School Administration",682121.47,428859.72,1110981.19,7.35,6.22,7.6,6.67
"2019-20","758","Wilkinson County","ALL","All Column Values","Teachers and Paraprofessionals",4503239.01,2416158.03,6919397.04,45.76,38.75,47.31,41.57
"2019-20","759","Worth County","ALL","All Column Values","General Administration",268737.29,182127.92,450865.21,1.36,1.19,1.51,1.31
"2019-20","759","Worth County","ALL","All Column Values","School Administration",977050.03,550050.6,1527100.63,4.6,4.04,5.11,4.42
"2019-20","759","Worth County","ALL","All Column Values","Teachers and Paraprofessionals",10554798.01,4797266.71,15352064.72,46.25,40.65,51.36,44.44
"2019-20","761","Atlanta Public Schools","ALL","All Column Values","General Administration",8803617.09,3418484.82,12222101.91,1.13,1,1.22,1.06
"2019-20","761","Atlanta Public Schools","ALL","All Column Values","School Administration",33702934.03,13973406.36,47676340.39,4.39,3.91,4.74,4.12
"2019-20","761","Atlanta Public Schools","ALL","All Column Values","Teachers and Paraprofessionals",240222863.43,154603073.03,394825936.46,36.39,32.36,39.26,34.13
"2019-20","763","Bremen City","ALL","All Column Values","General Administration",327859.66,398007.97,725867.63,3.2,2.81,3.31,2.78
"2019-20","763","Bremen City","ALL","All Column Values","School Administration",801450.16,501671.63,1303121.79,5.74,5.05,5.94,4.98
"2019-20","763","Bremen City","ALL","All Column Values","Teachers and Paraprofessionals",9361211.6,4708553.41,14069765.01,61.95,54.53,64.08,53.81
"2019-20","764","Buford City","ALL","All Column Values","General Administration",1087747.51,685100.99,1772848.5,2.85,2.44,3.09,2.29
"2019-20","764","Buford City","ALL","All Column Values","School Administration",1887579.82,1176121.42,3063701.24,4.93,4.22,5.33,3.96
"2019-20","764","Buford City","ALL","All Column Values","Teachers and Paraprofessionals",23812583.7,11062855.26,34875438.96,56.07,48.09,60.72,45.08
"2019-20","765","Calhoun City","ALL","All Column Values","General Administration",472325.16,223777.07,696102.23,1.7,1.44,1.99,1.76
"2019-20","765","Calhoun City","ALL","All Column Values","School Administration",1103315.52,619266.58,1722582.1,4.21,3.57,4.93,4.36
"2019-20","765","Calhoun City","ALL","All Column Values","Teachers and Paraprofessionals",13257833.91,6797115.84,20054949.75,49.06,41.55,57.37,50.73
"2019-20","766","Carrollton City","ALL","All Column Values","General Administration",868646.76,381866.4,1250513.16,2.36,2.04,2.48,2.12
"2019-20","766","Carrollton City","ALL","All Column Values","School Administration",1833463.35,1122587.85,2956051.2,5.58,4.83,5.87,5.02
"2019-20","766","Carrollton City","ALL","All Column Values","Teachers and Paraprofessionals",19293481.22,9635428.73,28928909.95,54.64,47.31,57.43,49.11
"2019-20","767","Cartersville City","ALL","All Column Values","General Administration",296941.44,295732.18,592673.62,1.29,1.09,1.35,1.16
"2019-20","767","Cartersville City","ALL","All Column Values","School Administration",1201853.28,730313.54,1932166.82,4.21,3.56,4.39,3.78
"2019-20","767","Cartersville City","ALL","All Column Values","Teachers and Paraprofessionals",17249317.76,8157456.53,25406774.29,55.35,46.78,57.72,49.76
"2019-20","769","Chickamauga City","ALL","All Column Values","General Administration",376368.08,219390.22,595758.3,4.79,4.2,5,3.94
"2019-20","769","Chickamauga City","ALL","All Column Values","School Administration",437197.41,237884.75,675082.16,5.43,4.76,5.67,4.47
"2019-20","769","Chickamauga City","ALL","All Column Values","Teachers and Paraprofessionals",4495446.16,2139670.33,6635116.49,53.32,46.82,55.72,43.93
"2019-20","771","Commerce City","ALL","All Column Values","General Administration",138000,138705.78,276705.78,1.55,1.3,1.63,1.38
"2019-20","771","Commerce City","ALL","All Column Values","School Administration",630107.46,387507.73,1017615.19,5.68,4.79,5.98,5.07
"2019-20","771","Commerce City","ALL","All Column Values","Teachers and Paraprofessionals",6631151.14,3268908.18,9900059.32,55.31,46.59,58.22,49.36
"2019-20","772","Dalton Public Schools","ALL","All Column Values","General Administration",655890.2,331300.77,987190.97,1.12,0.92,1.14,0.73
"2019-20","772","Dalton Public Schools","ALL","All Column Values","School Administration",2891819.61,1321057.2,4212876.81,4.77,3.94,4.85,3.13
"2019-20","772","Dalton Public Schools","ALL","All Column Values","Teachers and Paraprofessionals",31857169.27,17156886.72,49014055.99,55.54,45.83,56.4,36.41
"2019-20","773","Decatur City","ALL","All Column Values","General Administration",451127.8,288464.65,739592.45,0.96,0.85,0.96,0.85
"2019-20","773","Decatur City","ALL","All Column Values","School Administration",3080936.17,1666960.18,4747896.35,6.14,5.46,6.14,5.45
"2019-20","773","Decatur City","ALL","All Column Values","Teachers and Paraprofessionals",25744935.35,14565755.72,40310691.07,52.17,46.35,52.09,46.25
"2019-20","774","Dublin City","ALL","All Column Values","General Administration",290051.81,150023.46,440075.27,1.61,1.39,1.72,1.44
"2019-20","774","Dublin City","ALL","All Column Values","School Administration",916664.94,477006.88,1393671.82,5.11,4.39,5.43,4.55
"2019-20","774","Dublin City","ALL","All Column Values","Teachers and Paraprofessionals",8639514.38,4002799.38,12642313.76,46.33,39.86,49.27,41.31
"2019-20","776","Gainesville City","ALL","All Column Values","General Administration",961153.55,840145.07,1801298.62,2.13,1.86,2.24,1.89
"2019-20","776","Gainesville City","ALL","All Column Values","School Administration",3024272.6,1715882.45,4740155.05,5.61,4.9,5.9,4.97
"2019-20","776","Gainesville City","ALL","All Column Values","Teachers and Paraprofessionals",28534293.9,15143053.78,43677347.68,51.69,45.17,54.36,45.82
"2019-20","779","Jefferson City","ALL","All Column Values","General Administration",334730.24,151145.79,485876.03,1.43,1.14,1.43,1.2
"2019-20","779","Jefferson City","ALL","All Column Values","School Administration",1175637.27,569394.29,1745031.56,5.14,4.09,5.15,4.3
"2019-20","779","Jefferson City","ALL","All Column Values","Teachers and Paraprofessionals",15244373.05,6517934.16,21762307.21,64.12,50.99,64.24,53.66
"2019-20","781","Marietta City","ALL","All Column Values","General Administration",1143392.6,709408.8,1852801.4,1.55,1.32,1.62,1.25
"2019-20","781","Marietta City","ALL","All Column Values","School Administration",3660910.17,2204719.63,5865629.8,4.9,4.19,5.13,3.97
"2019-20","781","Marietta City","ALL","All Column Values","Teachers and Paraprofessionals",42157396.25,20427856.48,62585252.73,52.23,44.74,54.75,42.38
"2019-20","7820108","State Charter Schools- Mountain Education Center School","ALL","All Column Values","General Administration",261001.33,307789.08,568790.41,2.12,2.12,2.36,2.29
"2019-20","7820108","State Charter Schools- Mountain Education Center School","ALL","All Column Values","School Administration",1507862.89,891244.05,2399106.94,8.95,8.95,9.96,9.67
"2019-20","7820108","State Charter Schools- Mountain Education Center School","ALL","All Column Values","Teachers and Paraprofessionals",5916467.83,634286.05,6550753.88,24.45,24.45,27.19,26.42
"2019-20","7820110","State Charter Schools- Odyssey School","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7820110","State Charter Schools- Odyssey School","ALL","All Column Values","School Administration",142765.34,0,142765.34,2.72,2.72,3.19,2.79
"2019-20","7820110","State Charter Schools- Odyssey School","ALL","All Column Values","Teachers and Paraprofessionals",1388267.5,745293.7,2133561.2,40.69,40.69,47.66,41.68
"2019-20","7820120","State Charter Schools- Georgia Cyber Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7820120","State Charter Schools- Georgia Cyber Academy","ALL","All Column Values","School Administration",150000,724828.81,874828.81,0.99,0.99,1.1,1.1
"2019-20","7820120","State Charter Schools- Georgia Cyber Academy","ALL","All Column Values","Teachers and Paraprofessionals",29426154.27,10890034.75,40316189.02,45.49,45.49,50.68,50.68
"2019-20","7820121","State Charter Schools- Utopian Academy for the Arts Charter School","ALL","All Column Values","General Administration",0,2200.57,2200.57,0.07,0.07,0.09,0.07
"2019-20","7820121","State Charter Schools- Utopian Academy for the Arts Charter School","ALL","All Column Values","School Administration",495010.78,5421,500431.78,16.76,16.04,19.9,16
"2019-20","7820121","State Charter Schools- Utopian Academy for the Arts Charter School","ALL","All Column Values","Teachers and Paraprofessionals",864665.16,133408.45,998073.61,33.42,31.98,39.69,31.92
"2019-20","7820212","State Charter Schools- Cherokee Charter Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7820212","State Charter Schools- Cherokee Charter Academy","ALL","All Column Values","School Administration",279635.51,84944.77,364580.28,4.52,4.46,4.88,4.8
"2019-20","7820212","State Charter Schools- Cherokee Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",2626955.6,1123514.55,3750470.15,46.53,45.84,50.25,49.39
"2019-20","7820412","State Charter Schools- Georgia Connections Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7820412","State Charter Schools- Georgia Connections Academy","ALL","All Column Values","School Administration",1407998.28,619684.47,2027682.75,6.06,6.06,6.69,6.69
"2019-20","7820412","State Charter Schools- Georgia Connections Academy","ALL","All Column Values","Teachers and Paraprofessionals",7219399.91,3182589.54,10401989.45,31.09,31.09,34.3,34.3
"2019-20","7820612","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7820612","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School","ALL","All Column Values","School Administration",484967.06,106261.98,591229.04,10.08,9.83,10.15,9.9
"2019-20","7820612","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School","ALL","All Column Values","Teachers and Paraprofessionals",1510049.53,574154.38,2084203.91,35.53,34.65,35.79,34.9
"2019-20","7820613","State Charter Schools- Foothills Charter High School (Madison Campus)","ALL","All Column Values","General Administration",1304843.7,264181.29,1569024.99,7.6,7.6,8.8,8.43
"2019-20","7820613","State Charter Schools- Foothills Charter High School (Madison Campus)","ALL","All Column Values","School Administration",1744932.7,154088.49,1899021.19,9.2,9.2,10.65,10.2
"2019-20","7820613","State Charter Schools- Foothills Charter High School (Madison Campus)","ALL","All Column Values","Teachers and Paraprofessionals",6398149.81,677517.27,7075667.08,34.29,34.29,39.66,38.02
"2019-20","7820614","State Charter Schools- International Charter School of Atlanta","ALL","All Column Values","General Administration",161376.65,1640036.68,1801413.33,21.57,21.57,24.41,24.41
"2019-20","7820614","State Charter Schools- International Charter School of Atlanta","ALL","All Column Values","School Administration",153920.16,0,153920.16,1.84,1.84,2.09,2.09
"2019-20","7820614","State Charter Schools- International Charter School of Atlanta","ALL","All Column Values","Teachers and Paraprofessionals",2198348.36,0,2198348.36,26.32,26.32,29.79,29.79
"2019-20","7820615","State Charter Schools- Scintilla Charter Academy","ALL","All Column Values","General Administration",69999.96,30536.17,100536.13,1.52,1.48,2.09,1.76
"2019-20","7820615","State Charter Schools- Scintilla Charter Academy","ALL","All Column Values","School Administration",187500,83350.45,270850.45,4.1,4,5.63,4.73
"2019-20","7820615","State Charter Schools- Scintilla Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",1679466.56,900571.4,2580037.96,39.07,38.07,53.62,45.09
"2019-20","7820616","State Charter Schools- Georgia School for Innovation and the Classics","ALL","All Column Values","General Administration",0,14728,14728,0.2,0.2,0.26,0.26
"2019-20","7820616","State Charter Schools- Georgia School for Innovation and the Classics","ALL","All Column Values","School Administration",213175,96085,309260,4.28,4.28,5.43,5.43
"2019-20","7820616","State Charter Schools- Georgia School for Innovation and the Classics","ALL","All Column Values","Teachers and Paraprofessionals",2168660,751946,2920606,40.41,40.41,51.24,51.24
"2019-20","7820617","State Charter Schools- Dubois Integrity Academy I","ALL","All Column Values","General Administration",0,7568.67,7568.67,0.09,0.08,0.09,0.09
"2019-20","7820617","State Charter Schools- Dubois Integrity Academy I","ALL","All Column Values","School Administration",286429.22,8061.89,294491.11,3.36,3.18,3.61,3.41
"2019-20","7820617","State Charter Schools- Dubois Integrity Academy I","ALL","All Column Values","Teachers and Paraprofessionals",2538099.95,1170374.85,3708474.8,42.32,40.04,45.5,42.88
"2019-20","7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","ALL","All Column Values","General Administration",319620.5,82052.58,401673.08,2.23,2.23,3.76,3.76
"2019-20","7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","ALL","All Column Values","School Administration",1182128.34,206747.9,1388876.24,7.69,7.69,13.01,13.01
"2019-20","7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","ALL","All Column Values","Teachers and Paraprofessionals",2850415.62,216028.74,3066444.36,16.99,16.99,28.72,28.72
"2019-20","7830103","Commission Charter Schools- CCAT School","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7830103","Commission Charter Schools- CCAT School","ALL","All Column Values","School Administration",145886,89191,235077,10.65,10.65,12.92,12.92
"2019-20","7830103","Commission Charter Schools- CCAT School","ALL","All Column Values","Teachers and Paraprofessionals",738329,316742,1055071,47.81,47.81,58,58
"2019-20","7830210","Commission Charter Schools- Pataula Charter Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7830210","Commission Charter Schools- Pataula Charter Academy","ALL","All Column Values","School Administration",401872.03,163033.45,564905.48,6.86,6.86,8.14,8.14
"2019-20","7830210","Commission Charter Schools- Pataula Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",2220350.03,965405.62,3185755.65,38.7,38.7,45.91,45.91
"2019-20","7830310","Commission Charter Schools- Fulton Leadership Academy","ALL","All Column Values","General Administration",0,10200,10200,0.23,0.23,0.27,0.26
"2019-20","7830310","Commission Charter Schools- Fulton Leadership Academy","ALL","All Column Values","School Administration",161055,38339,199394,4.55,4.41,5.18,5
"2019-20","7830310","Commission Charter Schools- Fulton Leadership Academy","ALL","All Column Values","Teachers and Paraprofessionals",801720,383222,1184942,27.04,26.18,30.81,29.7
"2019-20","7830410","Commission Charter Schools- Atlanta Heights Charter School","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7830410","Commission Charter Schools- Atlanta Heights Charter School","ALL","All Column Values","School Administration",409684.28,221084.36,630768.64,7.13,7.13,7.13,7.13
"2019-20","7830410","Commission Charter Schools- Atlanta Heights Charter School","ALL","All Column Values","Teachers and Paraprofessionals",2051907.82,929397.18,2981305,33.69,33.69,33.7,33.7
"2019-20","7830610","Commission Charter Schools- Coweta Charter Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7830610","Commission Charter Schools- Coweta Charter Academy","ALL","All Column Values","School Administration",208448.28,60469.12,268917.4,3.4,3.34,3.52,3.47
"2019-20","7830610","Commission Charter Schools- Coweta Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",2435867.94,993580.27,3429448.21,43.37,42.63,44.92,44.28
"2019-20","7830611","Commission Charter Schools- Cirrus Charter Academy","ALL","All Column Values","General Administration",668.69,110,778.69,0.01,0.01,0.01,0.01
"2019-20","7830611","Commission Charter Schools- Cirrus Charter Academy","ALL","All Column Values","School Administration",183472.28,26851.16,210323.44,3.64,3.45,3.77,3.56
"2019-20","7830611","Commission Charter Schools- Cirrus Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",1098136.15,934160.28,2032296.43,35.21,33.37,36.39,34.43
"2019-20","7830612","Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy","ALL","All Column Values","General Administration",64927.94,19210.48,84138.42,1.85,1.8,1.75,1.69
"2019-20","7830612","Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy","ALL","All Column Values","School Administration",390057.54,199064.96,589122.5,12.92,12.58,12.23,11.84
"2019-20","7830612","Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",1344849,660068.29,2004917.29,43.98,42.82,41.61,40.3
"2019-20","7830613","Commission Charter Schools- Brookhaven Innovation Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7830613","Commission Charter Schools- Brookhaven Innovation Academy","ALL","All Column Values","School Administration",286483,112340,398823,6.24,6.22,8.6,5.99
"2019-20","7830613","Commission Charter Schools- Brookhaven Innovation Academy","ALL","All Column Values","Teachers and Paraprofessionals",1726363,575786,2302149,36.01,35.89,49.66,34.58
"2019-20","7830614","Commission Charter Schools- Liberty Tech Charter Academy","ALL","All Column Values","General Administration",40172.82,16648.1,56820.92,1.24,1.24,1.26,1.26
"2019-20","7830614","Commission Charter Schools- Liberty Tech Charter Academy","ALL","All Column Values","School Administration",188405.03,64555.7,252960.73,5.51,5.51,5.6,5.6
"2019-20","7830614","Commission Charter Schools- Liberty Tech Charter Academy","ALL","All Column Values","Teachers and Paraprofessionals",1615727.97,1308394.71,2924122.68,63.65,63.65,64.76,64.76
"2019-20","7830615","State Charter Schools II- Genesis Innovation Academy for Boys","ALL","All Column Values","General Administration",40051,0,40051,0.88,0.85,1.2,1.16
"2019-20","7830615","State Charter Schools II- Genesis Innovation Academy for Boys","ALL","All Column Values","School Administration",265553,0,265553,5.81,5.66,7.99,7.7
"2019-20","7830615","State Charter Schools II- Genesis Innovation Academy for Boys","ALL","All Column Values","Teachers and Paraprofessionals",1159013,416476,1575489,34.48,33.56,47.39,45.67
"2019-20","7830616","State Charter Schools II- Genesis Innovation Academy for Girls","ALL","All Column Values","General Administration",100375,0,100375,2.02,1.97,2.64,2.58
"2019-20","7830616","State Charter Schools II- Genesis Innovation Academy for Girls","ALL","All Column Values","School Administration",202731,0,202731,4.08,3.99,5.33,5.22
"2019-20","7830616","State Charter Schools II- Genesis Innovation Academy for Girls","ALL","All Column Values","Teachers and Paraprofessionals",1111071,639556,1750627,35.19,34.44,46.04,45.06
"2019-20","7830617","State Charter Schools II- Resurgence Hall Charter School","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7830617","State Charter Schools II- Resurgence Hall Charter School","ALL","All Column Values","School Administration",196364.52,142187.12,338551.64,8.81,8.58,13.76,13.22
"2019-20","7830617","State Charter Schools II- Resurgence Hall Charter School","ALL","All Column Values","Teachers and Paraprofessionals",738982.98,314611.43,1053594.41,27.41,26.72,42.82,41.15
"2019-20","7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","ALL","All Column Values","School Administration",416302.97,896409.4,1312712.37,21.33,20.93,24.2,23.78
"2019-20","7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","ALL","All Column Values","Teachers and Paraprofessionals",1615578.54,99455.36,1715033.9,27.86,27.35,31.62,31.07
"2019-20","7830619","State Charter Schools II- International Academy of Smyrna","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7830619","State Charter Schools II- International Academy of Smyrna","ALL","All Column Values","School Administration",212769.17,77621.81,290390.98,5.47,5.31,6.21,6.1
"2019-20","7830619","State Charter Schools II- International Academy of Smyrna","ALL","All Column Values","Teachers and Paraprofessionals",1274719.25,715001.19,1989720.44,37.45,36.38,42.56,41.82
"2019-20","7830620","State Charter Schools II- International Charter Academy of Georgia","ALL","All Column Values","General Administration",130611.35,48552.49,179163.84,6.05,6.05,6.69,6.67
"2019-20","7830620","State Charter Schools II- International Charter Academy of Georgia","ALL","All Column Values","School Administration",112103,47365.06,159468.06,5.38,5.38,5.95,5.94
"2019-20","7830620","State Charter Schools II- International Charter Academy of Georgia","ALL","All Column Values","Teachers and Paraprofessionals",333236.49,348808.82,682045.31,23.01,23.01,25.45,25.41
"2019-20","7830621","State Charter Schools II- SLAM Academy of Atlanta","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2019-20","7830621","State Charter Schools II- SLAM Academy of Atlanta","ALL","All Column Values","School Administration",218302,40608,258910,13.31,13.04,14.34,14.05
"2019-20","7830621","State Charter Schools II- SLAM Academy of Atlanta","ALL","All Column Values","Teachers and Paraprofessionals",242656,114236,356892,18.35,17.97,19.77,19.37
"2019-20","784","Pelham City","ALL","All Column Values","General Administration",261476.97,80872.53,342349.5,2.24,1.48,2.23,1.67
"2019-20","784","Pelham City","ALL","All Column Values","School Administration",619374,322116.24,941490.24,6.17,4.07,6.13,4.58
"2019-20","784","Pelham City","ALL","All Column Values","Teachers and Paraprofessionals",6345992.81,2742128.19,9088121,59.59,39.31,59.15,44.21
"2019-20","785","Rome City","ALL","All Column Values","General Administration",751214.79,330828.28,1082043.07,1.56,1.29,1.47,1.12
"2019-20","785","Rome City","ALL","All Column Values","School Administration",2128614.08,1257713.79,3386327.87,4.89,4.04,4.61,3.49
"2019-20","785","Rome City","ALL","All Column Values","Teachers and Paraprofessionals",26063031.6,13542396.5,39605428.1,57.23,47.31,53.92,40.86
"2019-20","786","Social Circle City","ALL","All Column Values","General Administration",378459.01,214139.27,592598.28,3.12,2.77,2.81,2.57
"2019-20","786","Social Circle City","ALL","All Column Values","School Administration",852261.92,377980.47,1230242.39,6.48,5.76,5.84,5.34
"2019-20","786","Social Circle City","ALL","All Column Values","Teachers and Paraprofessionals",7305575.34,3232115.27,10537690.61,55.49,49.33,50.02,45.78
"2019-20","789","Thomasville City","ALL","All Column Values","General Administration",354986.56,317261.26,672247.82,2.12,1.82,2.14,1.71
"2019-20","789","Thomasville City","ALL","All Column Values","School Administration",1280838.39,663832.42,1944670.81,6.13,5.27,6.2,4.96
"2019-20","789","Thomasville City","ALL","All Column Values","Teachers and Paraprofessionals",10928595.15,5735899.37,16664494.52,52.52,45.17,53.17,42.48
"2019-20","791","Trion City","ALL","All Column Values","General Administration",354655.99,157470.93,512126.92,3.71,3.29,3.86,3.45
"2019-20","791","Trion City","ALL","All Column Values","School Administration",751109.05,406437.37,1157546.42,8.37,7.43,8.72,7.79
