"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","INEXPERIENCED_FTE","INEXPERIENCED_FTE_PCT"
"2020-21","Fulton County","Woodland Middle School","Teachers","Total","52.5","37.7","72"
"2020-21","Gainesville City","Centennial Arts Academy","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Gainesville City","Centennial Arts Academy","Teachers","Total","59.8","24","40"
"2020-21","Gainesville City","Enota Multiple Intelligences Academy","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gainesville City","Enota Multiple Intelligences Academy","Teachers","Total","54","25.6","47"
"2020-21","Gainesville City","Fair Street International Baccalaureate World School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gainesville City","Fair Street International Baccalaureate World School","Teachers","Total","38.2","18.2","48"
"2020-21","Gainesville City","Gainesville City- All Schools","Leaders","Total","25.5","TFS","35"
"2020-21","Gainesville City","Gainesville City- All Schools","Teachers","Total","519.3","189.5","36"
"2020-21","Gainesville City","Gainesville Exploration Academy","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Gainesville City","Gainesville Exploration Academy","Teachers","Total","40.3","14.3","36"
"2020-21","Gainesville City","Gainesville High School","Leaders","Not Applicable","TFS","TFS","57"
"2020-21","Gainesville City","Gainesville High School","Teachers","Total","121.8","47.4","39"
"2020-21","Gainesville City","Gainesville Middle School","Leaders","Not Applicable","TFS","TFS","17"
"2020-21","Gainesville City","Gainesville Middle School","Teachers","Total","118","64.1","54"
"2020-21","Gainesville City","Mundy Mill Academy","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gainesville City","Mundy Mill Academy","Teachers","Total","45.4","21.4","47"
"2020-21","Gainesville City","New Holland Core Knowledge Academy","Leaders","Not Applicable","TFS","TFS","100"
"2020-21","Gainesville City","New Holland Core Knowledge Academy","Teachers","Total","41.8","11.8","28"
"2020-21","Gilmer County","Clear Creek Elementary School","Leaders","Not Applicable","TFS","TFS","25"
"2020-21","Gilmer County","Clear Creek Elementary School","Teachers","Total","43.2","19.2","44"
"2020-21","Gilmer County","Clear Creek Middle School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gilmer County","Clear Creek Middle School","Teachers","Total","62.4","27.6","44"
"2020-21","Gilmer County","Ellijay Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gilmer County","Ellijay Elementary School","Teachers","Total","44.6","16.8","38"
"2020-21","Gilmer County","Gilmer County- All Schools","Leaders","Total","12.5","TFS","12"
"2020-21","Gilmer County","Gilmer County- All Schools","Teachers","Total","261.6","67.5","26"
"2020-21","Gilmer County","Gilmer High School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gilmer County","Gilmer High School","Teachers","Total","69.2","29.9","43"
"2020-21","Gilmer County","Mountain View Elementary","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Gilmer County","Mountain View Elementary","Teachers","Total","42.2","20.2","48"
"2020-21","Glascock County","Glascock County Elementary School","Leaders","Not Applicable","TFS","TFS","100"
"2020-21","Glascock County","Glascock County Elementary School","Teachers","Total","17","17","94"
"2020-21","Glascock County","Glascock County Middle/High School","Leaders","Not Applicable","TFS","TFS","100"
"2020-21","Glascock County","Glascock County Middle/High School","Teachers","Total","24.2","TFS","38"
"2020-21","Glascock County","Glascock County- All Schools","Leaders","Total","TFS","TFS","100"
"2020-21","Glascock County","Glascock County- All Schools","Teachers","Total","41.3","TFS","21"
"2020-21","Glynn County","Altama Elementary School","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Glynn County","Altama Elementary School","Teachers","Total","39.1","16.1","41"
"2020-21","Glynn County","Brunswick High School","Leaders","Not Applicable","TFS","TFS","20"
"2020-21","Glynn County","Brunswick High School","Teachers","Total","108.5","37.2","34"
"2020-21","Glynn County","Burroughs-Molette Elementary School","Leaders","High Poverty","TFS","TFS","33"
"2020-21","Glynn County","Burroughs-Molette Elementary School","Teachers","High Poverty","44","20","45"
"2020-21","Glynn County","Burroughs-Molette Elementary School","Teachers","Total","44","20","45"
"2020-21","Glynn County","Glyndale Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Glynn County","Glyndale Elementary School","Teachers","Total","52.3","20.8","40"
"2020-21","Glynn County","Glynn Academy","Leaders","Low Poverty","TFS","TFS","60"
"2020-21","Glynn County","Glynn Academy","Teachers","Low Poverty","105","33.5","32"
"2020-21","Glynn County","Glynn Academy","Teachers","Total","105","33.5","32"
"2020-21","Glynn County","Glynn County- All Schools","Leaders","High Poverty","TFS","TFS","32"
"2020-21","Glynn County","Glynn County- All Schools","Leaders","Low Poverty","TFS","TFS","44"
"2020-21","Glynn County","Glynn County- All Schools","Leaders","Total","46.6","22.5","48"
"2020-21","Glynn County","Glynn County- All Schools","Teachers","High Poverty","113.3","36","32"
"2020-21","Glynn County","Glynn County- All Schools","Teachers","Low Poverty","238.9","55.5","23"
"2020-21","Glynn County","Glynn County- All Schools","Teachers","Total","884.7","249.7","28"
"2020-21","Glynn County","Glynn Middle","Leaders","Not Applicable","TFS","TFS","67"
"2020-21","Glynn County","Glynn Middle","Teachers","Total","53.3","30.8","58"
"2020-21","Glynn County","Golden Isles Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Glynn County","Golden Isles Elementary School","Teachers","Total","49.8","17.8","36"
"2020-21","Glynn County","Goodyear Elementary School","Leaders","Not Applicable","TFS","TFS","67"
"2020-21","Glynn County","Goodyear Elementary School","Teachers","Total","40","22","55"
"2020-21","Glynn County","Greer Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Glynn County","Greer Elementary School","Teachers","Total","51.5","20","39"
"2020-21","Glynn County","Jane Macon Middle","Leaders","Not Applicable","TFS","TFS","60"
"2020-21","Glynn County","Jane Macon Middle","Teachers","Total","55.5","31.5","57"
"2020-21","Glynn County","Morningstar Treatment Services, Inc. Youth Estate","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","Glynn County","Morningstar Treatment Services, Inc. Youth Estate","Teachers","High Poverty","TFS","TFS","33"
"2020-21","Glynn County","Morningstar Treatment Services, Inc. Youth Estate","Teachers","Total","TFS","TFS","33"
"2020-21","Glynn County","Needwood Middle School","Leaders","Not Applicable","TFS","TFS","67"
"2020-21","Glynn County","Needwood Middle School","Teachers","Total","51.5","24","47"
"2020-21","Glynn County","Oglethorpe Point Elementary School","Leaders","Low Poverty","TFS","TFS","50"
"2020-21","Glynn County","Oglethorpe Point Elementary School","Teachers","Low Poverty","35.9","TFS","22"
"2020-21","Glynn County","Oglethorpe Point Elementary School","Teachers","Total","35.9","TFS","22"
"2020-21","Glynn County","Risley Middle School","Leaders","Not Applicable","TFS","TFS","67"
"2020-21","Glynn County","Risley Middle School","Teachers","Total","47.9","15","31"
"2020-21","Glynn County","Satilla Marsh Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Glynn County","Satilla Marsh Elementary School","Teachers","Low Poverty","50.2","17.2","34"
"2020-21","Glynn County","Satilla Marsh Elementary School","Teachers","Total","50.2","17.2","34"
"2020-21","Glynn County","St. Simons Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Glynn County","St. Simons Elementary School","Teachers","Total","39","TFS","18"
"2020-21","Glynn County","Sterling Elementary School","Leaders","Not Applicable","TFS","TFS","100"
"2020-21","Glynn County","Sterling Elementary School","Teachers","Total","55.3","13","23"
"2020-21","Gordon County","Ashworth Middle School","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Gordon County","Ashworth Middle School","Teachers","Total","45.6","17.1","38"
"2020-21","Gordon County","Belwood Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gordon County","Belwood Elementary School","Teachers","Total","36.4","10","27"
"2020-21","Gordon County","Fairmount Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Gordon County","Fairmount Elementary School","Teachers","Total","28.6","TFS","28"
"2020-21","Gordon County","Gordon Central High School","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Gordon County","Gordon Central High School","Teachers","Total","58.7","19.7","34"
"2020-21","Gordon County","Gordon County- All Schools","Leaders","Total","26","TFS","35"
"2020-21","Gordon County","Gordon County- All Schools","Teachers","Total","433.7","106.5","25"
"2020-21","Gordon County","Red Bud Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gordon County","Red Bud Elementary School","Teachers","Total","36","TFS","22"
"2020-21","Gordon County","Red Bud Middle School","Leaders","Not Applicable","TFS","TFS","67"
"2020-21","Gordon County","Red Bud Middle School","Teachers","Total","58.6","19","32"
"2020-21","Gordon County","Sonoraville Elementary","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Gordon County","Sonoraville Elementary","Teachers","Total","41","12","29"
"2020-21","Gordon County","Sonoraville High School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Gordon County","Sonoraville High School","Teachers","Total","66.8","20.4","31"
"2020-21","Gordon County","Swain Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Gordon County","Swain Elementary School","Teachers","Total","30","TFS","27"
"2020-21","Gordon County","Tolbert Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gordon County","Tolbert Elementary School","Teachers","Total","32","TFS","25"
"2020-21","Grady County","Cairo High School","Leaders","High Poverty","TFS","TFS","19"
"2020-21","Grady County","Cairo High School","Teachers","High Poverty","78.4","28.2","36"
"2020-21","Grady County","Cairo High School","Teachers","Total","78.4","28.2","36"
"2020-21","Grady County","Eastside Elementary School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","Grady County","Eastside Elementary School","Teachers","High Poverty","43.1","15","35"
"2020-21","Grady County","Eastside Elementary School","Teachers","Total","43.1","15","35"
"2020-21","Grady County","Grady County- All Schools","Leaders","High Poverty","18.1","TFS","33"
"2020-21","Grady County","Grady County- All Schools","Leaders","Total","18.1","TFS","33"
"2020-21","Grady County","Grady County- All Schools","Teachers","High Poverty","314.5","96.7","31"
"2020-21","Grady County","Grady County- All Schools","Teachers","Total","314.5","96.7","31"
"2020-21","Grady County","Northside Elementary School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","Grady County","Northside Elementary School","Teachers","High Poverty","28.3","15.3","54"
"2020-21","Grady County","Northside Elementary School","Teachers","Total","28.3","15.3","54"
"2020-21","Grady County","Shiver Elementary School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","Grady County","Shiver Elementary School","Teachers","High Poverty","38.4","TFS","17"
"2020-21","Grady County","Shiver Elementary School","Teachers","Total","38.4","TFS","17"
"2020-21","Grady County","Southside Elementary School","Leaders","High Poverty","TFS","TFS","50"
"2020-21","Grady County","Southside Elementary School","Teachers","High Poverty","44.5","15.1","34"
"2020-21","Grady County","Southside Elementary School","Teachers","Total","44.5","15.1","34"
"2020-21","Grady County","Washington Middle School","Leaders","High Poverty","TFS","TFS","75"
"2020-21","Grady County","Washington Middle School","Teachers","High Poverty","48.3","23.3","48"
"2020-21","Grady County","Washington Middle School","Teachers","Total","48.3","23.3","48"
"2020-21","Grady County","Whigham Elementary School","Leaders","High Poverty","TFS","TFS","50"
"2020-21","Grady County","Whigham Elementary School","Teachers","High Poverty","33.4","TFS","24"
"2020-21","Grady County","Whigham Elementary School","Teachers","Total","33.4","TFS","24"
"2020-21","Greene County","Anita White Carson Middle School","Leaders","High Poverty","TFS","TFS","33"
"2020-21","Greene County","Anita White Carson Middle School","Teachers","High Poverty","45.2","31.2","69"
"2020-21","Greene County","Anita White Carson Middle School","Teachers","Total","45.2","31.2","69"
"2020-21","Greene County","Greene County High School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","Greene County","Greene County High School","Teachers","High Poverty","42.2","25.5","60"
"2020-21","Greene County","Greene County High School","Teachers","Total","42.2","25.5","60"
"2020-21","Greene County","Greene County Primary School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","Greene County","Greene County Primary School","Teachers","High Poverty","38.6","23.6","61"
"2020-21","Greene County","Greene County Primary School","Teachers","Total","38.6","23.6","61"
"2020-21","Greene County","Greene County- All Schools","Leaders","High Poverty","TFS","TFS","14"
"2020-21","Greene County","Greene County- All Schools","Leaders","Low Poverty","TFS","TFS","66"
"2020-21","Greene County","Greene County- All Schools","Leaders","Total","TFS","TFS","23"
"2020-21","Greene County","Greene County- All Schools","Teachers","High Poverty","126.1","58.4","46"
"2020-21","Greene County","Greene County- All Schools","Teachers","Low Poverty","79.2","33.5","42"
"2020-21","Greene County","Greene County- All Schools","Teachers","Total","205.2","91.9","45"
"2020-21","Greene County","LAKE OCONEE CHARTER","Leaders","Low Poverty","TFS","TFS","66"
"2020-21","Greene County","LAKE OCONEE CHARTER","Teachers","Low Poverty","56.4","29.5","52"
"2020-21","Greene County","LAKE OCONEE CHARTER","Teachers","Total","56.4","29.5","52"
"2020-21","Greene County","Lake Oconee Charter High School","Leaders","Low Poverty","TFS","TFS","66"
"2020-21","Greene County","Lake Oconee Charter High School","Teachers","Low Poverty","22.8","22.8","96"
"2020-21","Greene County","Lake Oconee Charter High School","Teachers","Total","22.8","22.8","96"
"2020-21","Griffin-Spalding County","AZ Kelsey Academy","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Griffin-Spalding County","AZ Kelsey Academy","Teachers","Total","TFS","TFS","33"
"2020-21","Griffin-Spalding County","Anne Street Elementary School","Leaders","High Poverty","TFS","TFS","100"
"2020-21","Griffin-Spalding County","Anne Street Elementary School","Teachers","High Poverty","24.3","15.3","63"
"2020-21","Griffin-Spalding County","Anne Street Elementary School","Teachers","Total","24.3","15.3","63"
"2020-21","Griffin-Spalding County","Atkinson Elementary School","Leaders","High Poverty","TFS","TFS","60"
"2020-21","Griffin-Spalding County","Atkinson Elementary School","Teachers","High Poverty","30.3","12","40"
"2020-21","Griffin-Spalding County","Atkinson Elementary School","Teachers","Total","30.3","12","40"
"2020-21","Griffin-Spalding County","Beaverbrook Elementary School","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Griffin-Spalding County","Beaverbrook Elementary School","Teachers","Total","24.7","13","53"
"2020-21","Griffin-Spalding County","Carver Road Middle School","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Griffin-Spalding County","Carver Road Middle School","Teachers","Total","31.5","22.3","71"
"2020-21","Griffin-Spalding County","Cowan Road Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Griffin-Spalding County","Cowan Road Elementary School","Teachers","Total","37.9","22.9","60"
"2020-21","Griffin-Spalding County","Cowan Road Middle School","Leaders","Not Applicable","TFS","TFS","38"
"2020-21","Griffin-Spalding County","Cowan Road Middle School","Teachers","Total","40.8","28.8","71"
"2020-21","Griffin-Spalding County","Crescent Road Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Griffin-Spalding County","Crescent Road Elementary School","Teachers","Total","26.9","12.9","48"
"2020-21","Griffin-Spalding County","Futral Road Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Griffin-Spalding County","Futral Road Elementary School","Teachers","Total","41","10.9","27"
"2020-21","Griffin-Spalding County","Griffin High School","Leaders","Not Applicable","TFS","TFS","60"
"2020-21","Griffin-Spalding County","Griffin High School","Teachers","Total","84.6","52.6","62"
"2020-21","Griffin-Spalding County","Griffin-Spalding County- All Schools","Leaders","High Poverty","TFS","TFS","54"
"2020-21","Griffin-Spalding County","Griffin-Spalding County- All Schools","Leaders","Total","47.5","20.2","43"
"2020-21","Griffin-Spalding County","Griffin-Spalding County- All Schools","Teachers","High Poverty","91","39","43"
"2020-21","Griffin-Spalding County","Griffin-Spalding County- All Schools","Teachers","Total","645.5","296.1","46"
"2020-21","Griffin-Spalding County","Jackson Road Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Griffin-Spalding County","Jackson Road Elementary School","Teachers","Total","26.5","10.3","39"
"2020-21","Griffin-Spalding County","Jordan Hill Road Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Griffin-Spalding County","Jordan Hill Road Elementary School","Teachers","Total","31","TFS","17"
"2020-21","Griffin-Spalding County","Kennedy Road Middle School","Leaders","Not Applicable","TFS","TFS","62"
"2020-21","Griffin-Spalding County","Kennedy Road Middle School","Teachers","Total","31.7","23.6","74"
"2020-21","Griffin-Spalding County","Moore Elementary School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","Griffin-Spalding County","Moore Elementary School","Teachers","High Poverty","22.2","10.2","46"
"2020-21","Griffin-Spalding County","Moore Elementary School","Teachers","Total","22.2","10.2","46"
"2020-21","Griffin-Spalding County","Moreland Road Elementary","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Griffin-Spalding County","Moreland Road Elementary","Teachers","Total","33.9","22.9","68"
"2020-21","Griffin-Spalding County","Orrs Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Griffin-Spalding County","Orrs Elementary School","Teachers","Total","35.1","17.4","49"
"2020-21","Griffin-Spalding County","Rehoboth Road Middle School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Griffin-Spalding County","Rehoboth Road Middle School","Teachers","Total","43.4","24.3","56"
"2020-21","Griffin-Spalding County","Spalding High School","Leaders","Not Applicable","TFS","TFS","60"
"2020-21","Griffin-Spalding County","Spalding High School","Teachers","Total","73.7","44.1","60"
"2020-21","Gwinnett County","Alcova Elementary School","Leaders","Not Applicable","TFS","TFS","25"
"2020-21","Gwinnett County","Alcova Elementary School","Teachers","Total","89","48","54"
"2020-21","Gwinnett County","Alford Elementary","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Gwinnett County","Alford Elementary","Teachers","Total","63","26","41"
"2020-21","Gwinnett County","Anderson-Livsey Elementary School","Leaders","Not Applicable","TFS","TFS","56"
"2020-21","Gwinnett County","Anderson-Livsey Elementary School","Teachers","Total","46","20.5","45"
"2020-21","Gwinnett County","Annistown Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Gwinnett County","Annistown Elementary School","Teachers","Total","47","29","62"
"2020-21","Gwinnett County","Arcado Elementary School","Leaders","Not Applicable","TFS","TFS","24"
"2020-21","Gwinnett County","Arcado Elementary School","Teachers","Total","61","21","34"
"2020-21","Gwinnett County","Archer High School","Leaders","Low Poverty","10","TFS","30"
"2020-21","Gwinnett County","Archer High School","Teachers","Low Poverty","140.6","41.1","29"
"2020-21","Gwinnett County","Archer High School","Teachers","Total","140.6","41.1","29"
"2020-21","Gwinnett County","Baggett Elementary School","Leaders","Not Applicable","TFS","TFS","60"
"2020-21","Gwinnett County","Baggett Elementary School","Teachers","Total","63","36.5","58"
"2020-21","Gwinnett County","Baldwin Elementary","Leaders","Not Applicable","TFS","TFS","80"
"2020-21","Gwinnett County","Baldwin Elementary","Teachers","Total","64.7","20.8","32"
"2020-21","Gwinnett County","Bay Creek Middle School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gwinnett County","Bay Creek Middle School","Teachers","Total","68","35","51"
"2020-21","Gwinnett County","Beaver Ridge Elementary School","Leaders","Not Applicable","TFS","TFS","20"
"2020-21","Gwinnett County","Beaver Ridge Elementary School","Teachers","Total","66.5","37","56"
"2020-21","Gwinnett County","Benefield Elementary School","Leaders","Not Applicable","TFS","TFS","40"
"2020-21","Gwinnett County","Benefield Elementary School","Teachers","Total","79","32","40"
"2020-21","Gwinnett County","Berkeley Lake Elementary School","Leaders","Not Applicable","TFS","TFS","25"
"2020-21","Gwinnett County","Berkeley Lake Elementary School","Teachers","Total","53","21","40"
"2020-21","Gwinnett County","Berkmar High School","Leaders","Not Applicable","12","TFS","17"
"2020-21","Gwinnett County","Berkmar High School","Teachers","Total","173.1","70","40"
"2020-21","Gwinnett County","Berkmar Middle School","Leaders","Not Applicable","TFS","TFS","18"
"2020-21","Gwinnett County","Berkmar Middle School","Teachers","Total","74.5","33.5","45"
"2020-21","Gwinnett County","Bethesda Elementary School","Leaders","Not Applicable","TFS","TFS","25"
"2020-21","Gwinnett County","Bethesda Elementary School","Teachers","Total","75","47","63"
"2020-21","Gwinnett County","Britt Elementary School","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Gwinnett County","Britt Elementary School","Teachers","Total","36.6","11.6","32"
"2020-21","Gwinnett County","Brookwood Elementary School","Leaders","Low Poverty","TFS","TFS","33"
"2020-21","Gwinnett County","Brookwood Elementary School","Teachers","Low Poverty","88.3","39","44"
"2020-21","Gwinnett County","Brookwood Elementary School","Teachers","Total","88.3","39","44"
"2020-21","Gwinnett County","Brookwood High School","Leaders","Low Poverty","12","TFS","33"
"2020-21","Gwinnett County","Brookwood High School","Teachers","Low Poverty","182.8","55.1","30"
"2020-21","Gwinnett County","Brookwood High School","Teachers","Total","182.8","55.1","30"
"2020-21","Gwinnett County","Burnette Elementary School","Leaders","Low Poverty","TFS","TFS","33"
"2020-21","Gwinnett County","Burnette Elementary School","Teachers","Low Poverty","49.6","25.1","51"
"2020-21","Gwinnett County","Burnette Elementary School","Teachers","Total","49.6","25.1","51"
"2020-21","Gwinnett County","Camp Creek Elementary School","Leaders","Low Poverty","TFS","TFS","22"
"2020-21","Gwinnett County","Camp Creek Elementary School","Teachers","Low Poverty","83","22","26"
"2020-21","Gwinnett County","Camp Creek Elementary School","Teachers","Total","83","22","26"
"2020-21","Gwinnett County","Cedar Hill Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gwinnett County","Cedar Hill Elementary School","Teachers","Total","58.5","22","38"
"2020-21","Gwinnett County","Centerville Elementary School","Leaders","Not Applicable","TFS","TFS","25"
"2020-21","Gwinnett County","Centerville Elementary School","Teachers","Total","44","18.5","42"
"2020-21","Gwinnett County","Central Gwinnett High School","Leaders","Not Applicable","TFS","TFS","29"
"2020-21","Gwinnett County","Central Gwinnett High School","Teachers","Total","121.3","69.1","57"
"2020-21","Gwinnett County","Chattahoochee Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Gwinnett County","Chattahoochee Elementary School","Teachers","Low Poverty","78.5","17","22"
"2020-21","Gwinnett County","Chattahoochee Elementary School","Teachers","Total","78.5","17","22"
"2020-21","Gwinnett County","Chesney Elementary School","Leaders","Not Applicable","TFS","TFS","40"
"2020-21","Gwinnett County","Chesney Elementary School","Teachers","Total","76","35","46"
"2020-21","Gwinnett County","Coleman Middle School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gwinnett County","Coleman Middle School","Teachers","Total","53","29","55"
"2020-21","Gwinnett County","Collins Hill High School","Leaders","Low Poverty","TFS","TFS","11"
"2020-21","Gwinnett County","Collins Hill High School","Teachers","Low Poverty","146.7","51","35"
"2020-21","Gwinnett County","Collins Hill High School","Teachers","Total","146.7","51","35"
"2020-21","Gwinnett County","Cooper Elementary School","Leaders","Low Poverty","TFS","TFS","53"
"2020-21","Gwinnett County","Cooper Elementary School","Teachers","Low Poverty","84.8","24.8","29"
"2020-21","Gwinnett County","Cooper Elementary School","Teachers","Total","84.8","24.8","29"
"2020-21","Gwinnett County","Corley Elementary School","Leaders","Not Applicable","TFS","TFS","18"
"2020-21","Gwinnett County","Corley Elementary School","Teachers","Total","73","38","52"
"2020-21","Gwinnett County","Couch Middle School","Leaders","Low Poverty","TFS","TFS","29"
"2020-21","Gwinnett County","Couch Middle School","Teachers","Low Poverty","60.3","26.5","44"
"2020-21","Gwinnett County","Couch Middle School","Teachers","Total","60.3","26.5","44"
"2020-21","Gwinnett County","Craig Elementary School","Leaders","Low Poverty","TFS","TFS","31"
"2020-21","Gwinnett County","Craig Elementary School","Teachers","Low Poverty","69","24.5","36"
"2020-21","Gwinnett County","Craig Elementary School","Teachers","Total","69","24.5","36"
"2020-21","Gwinnett County","Creekland Middle School","Leaders","Not Applicable","TFS","TFS","18"
"2020-21","Gwinnett County","Creekland Middle School","Teachers","Total","111.5","49.5","44"
"2020-21","Gwinnett County","Crews Middle School","Leaders","Low Poverty","TFS","TFS","40"
"2020-21","Gwinnett County","Crews Middle School","Teachers","Low Poverty","79","30","38"
"2020-21","Gwinnett County","Crews Middle School","Teachers","Total","79","30","38"
"2020-21","Gwinnett County","Dacula Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gwinnett County","Dacula Elementary School","Teachers","Total","70","35","50"
"2020-21","Gwinnett County","Dacula High School","Leaders","Low Poverty","TFS","TFS","38"
"2020-21","Gwinnett County","Dacula High School","Teachers","Low Poverty","117.1","51.6","44"
"2020-21","Gwinnett County","Dacula High School","Teachers","Total","117.1","51.6","44"
"2020-21","Gwinnett County","Dacula Middle School","Leaders","Not Applicable","TFS","TFS","20"
"2020-21","Gwinnett County","Dacula Middle School","Teachers","Total","100.9","48.9","48"
"2020-21","Gwinnett County","Discovery High School","Leaders","Not Applicable","TFS","TFS","16"
"2020-21","Gwinnett County","Discovery High School","Teachers","Total","156.1","76","49"
"2020-21","Gwinnett County","Duluth High School","Leaders","Not Applicable","10","TFS","30"
"2020-21","Gwinnett County","Duluth High School","Teachers","Total","144.7","55","38"
"2020-21","Gwinnett County","Duluth Middle School","Leaders","Not Applicable","TFS","TFS","18"
"2020-21","Gwinnett County","Duluth Middle School","Teachers","Total","93","41","44"
"2020-21","Gwinnett County","Duncan Creek Elementary","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Gwinnett County","Duncan Creek Elementary","Teachers","Low Poverty","70","25.5","36"
"2020-21","Gwinnett County","Duncan Creek Elementary","Teachers","Total","70","25.5","36"
"2020-21","Gwinnett County","Dyer Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Gwinnett County","Dyer Elementary School","Teachers","Total","51.5","23","45"
"2020-21","Gwinnett County","Ferguson Elementary School","Leaders","Not Applicable","TFS","TFS","40"
"2020-21","Gwinnett County","Ferguson Elementary School","Teachers","Total","60.5","23","38"
"2020-21","Gwinnett County","Five Forks Middle School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Gwinnett County","Five Forks Middle School","Teachers","Low Poverty","70","27","39"
"2020-21","Gwinnett County","Five Forks Middle School","Teachers","Total","70","27","39"
"2020-21","Gwinnett County","Fort Daniel Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Gwinnett County","Fort Daniel Elementary School","Teachers","Low Poverty","43","14.5","34"
"2020-21","Gwinnett County","Fort Daniel Elementary School","Teachers","Total","43","14.5","34"
"2020-21","Gwinnett County","Freeman's Mill Elementary School","Leaders","Low Poverty","TFS","TFS","33"
"2020-21","Gwinnett County","Freeman's Mill Elementary School","Teachers","Low Poverty","58.6","19.6","33"
"2020-21","Gwinnett County","Freeman's Mill Elementary School","Teachers","Total","58.6","19.6","33"
"2020-21","Gwinnett County","Grace Snell Middle School","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Gwinnett County","Grace Snell Middle School","Teachers","Total","73","54","74"
"2020-21","Gwinnett County","Graves Elementary School","Leaders","Not Applicable","TFS","TFS","20"
"2020-21","Gwinnett County","Graves Elementary School","Teachers","Total","74","35","47"
"2020-21","Gwinnett County","Grayson Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Gwinnett County","Grayson Elementary School","Teachers","Low Poverty","61.5","16","26"
"2020-21","Gwinnett County","Grayson Elementary School","Teachers","Total","61.5","16","26"
"2020-21","Gwinnett County","Grayson High School","Leaders","Low Poverty","11","TFS","18"
"2020-21","Gwinnett County","Grayson High School","Teachers","Low Poverty","165.5","78.9","48"
"2020-21","Gwinnett County","Grayson High School","Teachers","Total","165.5","78.9","48"
"2020-21","Gwinnett County","Gwin Oaks Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
